Abrial17
1.000000  0.001000
0.900000  0.003410
0.800000  0.008080
0.700000  0.019340
0.600000  0.036050
0.500000  0.053450
0.400000  0.069360
0.300000  0.080270
0.200000  0.083680
0.150000  0.079890
0.100000  0.069590
0.050000  0.051290
 0.025000 0.034700  
 0.023231 0.033024  
 0.021514 0.031299  
 0.019815 0.029514  
 0.018099 0.027660  
 0.016331 0.025725  
 0.014476 0.023699  
 0.012500 0.021570  
 0.009951 0.018871  
 0.007346 0.016063  
 0.004853 0.013201  
 0.002642 0.010340  
 0.000882 0.007535  
 -0.000257 0.004840  
 -0.000608 0.002310
 0.000000 0.000000  
 0.000977 -0.001369  
 0.002356 -0.002616  
 0.004059 -0.003739  
 0.006005 -0.004732  
 0.008113 -0.005592  
 0.010305 -0.006316  
 0.012500 -0.006900  
 0.014384 -0.007298  
 0.016217 -0.007602  
 0.018012 -0.007829  
 0.019777 -0.007997  
 0.021524 -0.008123  
 0.023261 -0.008225  
 0.025000 -0.008320  
0.050000  -0.010150
0.100000  -0.011910
0.150000  -0.013610
0.200000  -0.015320
0.300000  -0.018730
0.400000  -0.022140
0.500000  -0.025550
0.600000  -0.027450
0.700000  -0.026360
0.800000  -0.023590
0.900000  -0.014820
1.000000  0.000000
Modification effectuée le 04/05/02
