Prise d'air naca
1.0000	0.3
0.9166	0.2871
0.8333	0.26286
0.7498	0.2316
0.6666	0.19644
0.5832	0.1596
0.4996	0.12327
0.4162	0.08805
0.3332	0.0561
0.25	0.03045
0.166001	0.01215
0.166	-0.01215
0.25	-0.03045
0.3332	-0.0561
0.4162	-0.08805
0.4996	-0.12327
0.5832	-0.1596
0.6666	-0.19644
0.7498	-0.2316
0.8333	-0.26286
0.9166	-0.2871
1.0000  -0.3


