AG43d +00f
 0.99991    -0.00829
 0.99405    -0.00762
 0.98218    -0.00626
 0.96874    -0.00471
 0.95509    -0.00316
 0.94139    -0.00162
 0.92771    -0.00010
 0.91401     0.00141
 0.90029     0.00291
 0.88658     0.00439
 0.87286     0.00587
 0.85916     0.00733
 0.84546     0.00877
 0.83177     0.01019
 0.81809     0.01160
 0.80443     0.01298
 0.79077     0.01436
 0.77713     0.01571
 0.76349     0.01707
 0.75832     0.01757
 0.75423     0.01798
 0.75218     0.01817
 0.75190     0.01820
 0.75117     0.01827
 0.75000     0.01838
 0.74640     0.01871
 0.73618     0.01968
 0.72245     0.02097
 0.71208     0.02194
 0.69485     0.02355
 0.68099     0.02483
 0.66715     0.02611
 0.65605     0.02713
 0.65053     0.02764
 0.63952     0.02864
 0.62573     0.02987
 0.61408     0.03091
 0.59827     0.03230
 0.58460     0.03347
 0.57096     0.03462
 0.56012     0.03551
 0.55135     0.03622
 0.54349     0.03685
 0.52984     0.03791
 0.51618     0.03894
 0.50246     0.03995
 0.48868     0.04092
 0.47486     0.04186
 0.46097     0.04277
 0.44699     0.04364
 0.43297     0.04447
 0.41888     0.04525
 0.40478     0.04599
 0.39075     0.04666
 0.37682     0.04728
 0.36297     0.04783
 0.34919     0.04832
 0.33549     0.04874
 0.32184     0.04910
 0.30824     0.04940
 0.29467     0.04962
 0.28108     0.04977
 0.26744     0.04984
 0.25373     0.04983
 0.23998     0.04973
 0.22617     0.04953
 0.21231     0.04922
 0.19841     0.04879
 0.18444     0.04822
 0.17043     0.04750
 0.15640     0.04661
 0.14239     0.04553
 0.12843     0.04425
 0.11454     0.04273
 0.10080     0.04095
 0.08730     0.03886
 0.07422     0.03648
 0.06157     0.03373
 0.04928     0.03053
 0.03754     0.02683
 0.02674     0.02261
 0.01760     0.01811
 0.01084     0.01387
 0.00637     0.01030
 0.00352     0.00739
 0.00172     0.00496
 0.00064     0.00287
 0.00011     0.00108
 0.00002    -0.00043
 0.00040    -0.00180
 0.00134    -0.00316
 0.00296    -0.00449
 0.00538    -0.00583
 0.00892    -0.00726
 0.01408    -0.00881
 0.02112    -0.01038
 0.03006    -0.01189
 0.04086    -0.01325
 0.05283    -0.01439
 0.06542    -0.01527
 0.07846    -0.01594
 0.09209    -0.01644
 0.10627    -0.01678
 0.12080    -0.01699
 0.13541    -0.01707
 0.15001    -0.01706
 0.16456    -0.01696
 0.17908    -0.01679
 0.19353    -0.01656
 0.20792    -0.01629
 0.22213    -0.01596
 0.23630    -0.01561
 0.25043    -0.01523
 0.26454    -0.01482
 0.27863    -0.01440
 0.29273    -0.01396
 0.30684    -0.01352
 0.32097    -0.01306
 0.33513    -0.01259
 0.34931    -0.01212
 0.36352    -0.01164
 0.37777    -0.01116
 0.39204    -0.01068
 0.40631    -0.01021
 0.42059    -0.00973
 0.43485    -0.00926
 0.44909    -0.00879
 0.46331    -0.00833
 0.47751    -0.00788
 0.49167    -0.00744
 0.50582    -0.00700
 0.51996    -0.00658
 0.53409    -0.00617
 0.54821    -0.00576
 0.55584    -0.00555
 0.56553    -0.00528
 0.57591    -0.00500
 0.58944    -0.00464
 0.60297    -0.00429
 0.60936    -0.00413
 0.61664    -0.00394
 0.63027    -0.00361
 0.64389    -0.00329
 0.65369    -0.00307
 0.66271    -0.00287
 0.67110    -0.00269
 0.68471    -0.00241
 0.69832    -0.00214
 0.71328    -0.00186
 0.72512    -0.00166
 0.73843    -0.00144
 0.74412    -0.00135
 0.75000    -0.00126
 0.75389    -0.00134
 0.75850    -0.00144
 0.76542    -0.00158
 0.77885    -0.00187
 0.79226    -0.00218
 0.80565    -0.00251
 0.81919    -0.00286
 0.83273    -0.00322
 0.84626    -0.00360
 0.85981    -0.00400
 0.87336    -0.00442
 0.88690    -0.00486
 0.90046    -0.00532
 0.91405    -0.00579
 0.92766    -0.00628
 0.94128    -0.00678
 0.95496    -0.00730
 0.96863    -0.00785
 0.98209    -0.00840
 0.99400    -0.00891
 0.99988    -0.00916
